ANO;DESPESA;VALOR;DATA;ORGAO;NOME_FAVORECIDO;CNPJ_FAVORECIDO;EMPENHO;FONTE;VALOR_PAGO;PAGO;LIQUIDADO;DOTACAO
2015; Pagamento de subvenção/transferencia dos recursos financeiros a entidades que participam dos serviços de proteção social;66000; 23/01/2015; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE NOVA FRIB; ASSOCIAÇAO PESTALOZZI DE NOVA FRIBURGO;646895000136;15;1;66000; SIM; SIM;" 0010812200102034 - 33504300000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; SUBVENÇÃO - LEI MUNICIPAL Nº4363. CONFORME PROCESSO Nº30158/14;61471.52; 06/02/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ASSOCIAÇAO PESTALOZZI DE NOVA FRIBURGO;646895000136;334;1;61471.52; SIM; SIM;" 0041236500102129 - 33504300000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; SUBVENÇÃO - LEI MUNICIPAL Nº4363. CONFORME PROCESSO Nº30158/14;61471.52; 06/02/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ASSOCIAÇAO PESTALOZZI DE NOVA FRIBURGO;646895000136;335;1;61471.52; SIM; SIM;" 0031236500102129 - 33504300000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; SUBVENÇÃO - LEI MUNICIPAL Nº4363. CONFORME PROCESSO Nº30158/14;16764.96; 06/02/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ASSOCIAÇAO PESTALOZZI DE NOVA FRIBURGO;646895000136;336;1;16764.96; SIM; SIM;" 0021236100102129 - 33504300000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Pagamento de subvenção/trenferência dos recursos finnceiros a entidade que participam dos serviços de proteção social;292747.92; 23/01/2015; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE NOVA FRIB; ASSOCIAÇÃO SÃO VICENTE DE PAULO;33570052000152;14;1;292747.92; SIM; SIM;" 0010812200102034 - 33504300000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AQUISIÇÃO DE GENEROS ALIMENTICIOS P/ COMPOSIÇÃO DA MERENDA ESCOLAR.CONFORME PROCESSO Nº30755/14;490000; 12/02/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ASSOCIAÇÃO SERRA NOVA DOS TRABALHADORES RURAIS DE NOVA FRIBURGO;4873844000106;379;9;490000; SIM; SIM;" 0021236100262141 - 33903000000 - Fonte: 0009 - PNAE"""
2015; AQUISIÇÃO DE GENEROS ALIMENTICIOS P/ COMPOSIÇÃO DA MERENDA ESCOLAR.CONFORME PROCESSO Nº30755/14;147500; 12/02/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ASSOCIAÇÃO SERRA NOVA DOS TRABALHADORES RURAIS DE NOVA FRIBURGO;4873844000106;380;9;147500; SIM; SIM;" 0031236500252125 - 33903000000 - Fonte: 0009 - PNAE"""
2015; AQUISIÇÃO DE GENEROS ALIMENTICIOS P/ COMPOSIÇÃO DA MERENDA ESCOLAR.CONFORME PROCESSO Nº30755/14;81115.31; 12/02/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ASSOCIAÇÃO SERRA NOVA DOS TRABALHADORES RURAIS DE NOVA FRIBURGO;4873844000106;381;9;81115.31; SIM; SIM;" 0041236500252124 - 33903000000 - Fonte: 0009 - PNAE"""
2015; CONTRATAÇÃO DIRETA PARA  02 APRESENTAÇÕES ARTÍSTICAS PARA O CARNAVAL 2015. NOS  DIAS 14  E 17 DE FEVEREIRO 2015. CONFORME PROCESSO Nº2250/15;6000; 10/02/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ATILA DA SILVA ROSA;5747809717;360;0;6000; SIM; SIM;" 0012369500122207 - 33903600000 - Fonte: 0000 - ORDINÁRIOS (NÃO VINCULADO)"""
2015; AQUISIÇÃO DE AGULHAS PARA REALIZAÇÃO DE BIÓPSIA MEDULAR  PARA ATENDER AS NECESSIDADES DO HEMOCENTRO DO HMRS.  CONFORME PROCESSO N° 15275/15;6624; 05/08/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;589;7;6624; SIM; SIM;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES  DO HMRS. PELO PERÍODO DE 04 (QUATRO) MESES. CONFORME  PROCESSO N°18455/15;0; 04/09/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;696;1;0; NÃO; SIM;" 0011030200702188 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; REF AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS  NECESSIDADES DO HMRS. PELO PERÍODO DE 04 (QUATRO) MESES.  CONFORME PROCESSO N° 18455/15 (COMPLEMENTO DO EMPENHO  696/15);0; 16/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;787;1;0; NÃO; NÃO;" 0011030200702188 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; REF AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS  NECESSIDADES DO HMNF. PELO PERÍODO DE 04 (QUATRO) MESES.  CONFORME PROCESSO N° 18455/15;0; 16/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;790;1;0; NÃO; NÃO;" 0011030200702189 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; REF AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS  NECESSIDADES DO PAB. PELO PERÍODO DE 04 (QUATRO) MESES.  CONFORME PROCESSO N° 18455/15;76767.81; 16/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;791;7;0; NÃO; SIM;" 0011030100682171 - 33903000000 - Fonte: 0007 - SUS"""
2015; REF AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS  NECESSIDADES DO ESF. PELO PERÍODO DE 04 (QUATRO) MESES.  CONFORME PROCESSO N° 18455/15;38317.51; 16/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;792;7;0; NÃO; NÃO;" 0011030100682173 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES  DO CAPS. PELO PERÍODO DE 04 MESES. CONFORME  PROCESSO  N°18455/15;47.04; 22/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;831;7;0; NÃO; NÃO;" 0011030200692184 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES  DA SAÚDE BUCAL. PELO PERÍODO DE 04 MESES. CONFORME  PROCESSO  N°18455/15;191.84; 22/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;832;7;0; NÃO; NÃO;" 0011030100682177 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES DO  HMRS. PELO PERÍODO DE 04(QUATRO) MESES (RECLASSIFICAÇÃO PARA F  07). CONFORME PROCESSO N° 18455/15;227379.02; 11/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;906;7;195088.77; SIM; SIM;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES DO  HMRS. PELO PERÍODO DE 04(QUATRO) MESES (RECLASSIFICAÇÃO PARA F  07);13143.85; 11/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;907;7;0; NÃO; NÃO;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES DO  HMNF. PELO PERÍODO DE 04(QUATRO) MESES (RECLASSIFICAÇÃO PARA F  07). CONFORME PROCESSO N° 18455/15;31322.68; 11/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ATIVA MEDICO CIRURGICA LTDA;9182725000112;908;7;0; NÃO; NÃO;" 0011030200702189 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE PEÇAS E ACESSÓRIOS PARA FROTA MUNICIPAL DE VEÍCULOS PESADOS (MÁQUINAS). CONFORME PROCESSO N°30704/15;55953.69; 16/07/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUTO PEÇAS MINEIRA LTDA;9687873000199;639;1;52582.27; SIM; SIM;" 0010412200662157 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AQUISIÇÃO DE PEÇAS E ACESSÓRIOS PARA FROTA MUNICIPAL DE VEÍCULOS PESADOS (CAMINHÕES).  CONFORME PROCESSO N°30701/14;24285.19; 22/07/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUTO PEÇAS MINEIRA LTDA;9687873000199;653;17;24204.17; SIM; SIM;" 0010412200662157 - 33903000000 - Fonte: 0017 - ROYALTIES FEDERAIS"""
2015; AQUISIÇÃO DE PEÇAS E ACESSÓRIOS PARA FROTA MUNICIPAL DE  VEÍCULOS LEVES. CONFORME PROCESSO N°30706/14;10995.49; 14/10/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUTO PEÇAS MINEIRA LTDA;9687873000199;784;20;5120.9; SIM; SIM;" 0010412200662155 - 33903000000 - Fonte: 0020 - ROYALTIES ESTADUAIS"""
2015; Pagamento de recursos pecuniários aos médicos contratados pelo programa federal Mais Médicos para o Brasil-periodo Jan-Dez/2015. CONFORME PROCESSO N° 11/15;422400; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXILIO PECUNIÁRIO PROGRAMA MAIS MÉDICOS;6762184154;117;1;422400; SIM; SIM;" 0011030100682173 - 33904800000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; DESPESAS COM PAGAMENTO DE RECURSOS AOS MÉDICOS CONTRATADOS  PELO PROGRAMA MAIS MÉDICOS PARA O BRASIL. CONFORME PROCESSO Nº  11/15;70400; 21/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXILIO PECUNIÁRIO PROGRAMA MAIS MÉDICOS;6762184154;962;1;28600; SIM; SIM;" 0011030100682173 - 33904800000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; EF A DESPESAS COM AUXILIO TRANPSORTE P/ FUNCIONARIOS A ESTRATEGIA DE SAÚDE DA FAMILIA. CONFORME PROCESSO Nº28/15;92385; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;22;1;77540.39; SIM; SIM;" 0011030100682173 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; REF A DESPES@S COM AUXILIO TRANPSORTE P/ FUNCIONARIOS A ESTRATEGIA DE SAÚDE DA FAMILIA. CONFORME PROCESSO Nº28/15  (FONTE 07);60166.87; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;23;7;36010.22; SIM; SIM;" 0011030100682173 - 33904900000 - Fonte: 0007 - SUS"""
2015; VALE TRANSPORTE PARA OS AGENTES COMUNITÁRIOS DE SAÚDE. CONFORME PROCESSO Nº28/15;63976; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;24;1;58022.8; SIM; SIM;" 0011030100682174 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; VALE TRANSPORTE PARA OS AGENTES COMUNITÁRIOS DE SAÚDE. CONFORME PROCESSO Nº28/15  (FONTE 07);51783.12; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;25;7;43021.5; SIM; SIM;" 0011030100682174 - 33904900000 - Fonte: 0007 - SUS"""
2015; REF DESPESAS COM AUXÍLIO TRANSPORTE P/ OS FUNCIONÁRIOS DA SMS. CONFORME O PROCESSO Nº28/15;1080000; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;26;1;983338.78; SIM; SIM;" 0011030200012001 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AUXÍLIO-TRANSPORTE. - SEC MUNICIPAL DE EDUCAÇÃO. FONTE 01. CONFORME PROCESSO Nº590/14;4706.9; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;37;1;4394.9; SIM; SIM;" 0021236100262175 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AUXÍLIO-TRANSPORTE -  SEC MUNICIPAL DE EDUCAÇÃO - (EDUCAÇÃO INFANTIL) PRÉ ESCOLAR- FONTE 01. CONFORME PROCESSO Nº4515/15;80000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;38;1;80000; SIM; SIM;" 0031236500252123 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AUXÍLIO-TRANSPORTE -  SEC MUNICIPAL DE EDUCAÇÃO - (EDUCAÇÃO INFANTIL) CRECHES - FONTE 01. CONFORME PROCESSO Nº4515/15;90000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;39;1;90000; SIM; SIM;" 0041236500252122 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AUXÍLIO-TRANSPORTE -  SEC MUINICIPAL DE EDUCAÇÃO - FONTE 01 - ESCOLA DE ENFERMAGEM. CONFORME PROCESSO Nº4515/15;3185.1; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;40;1;3185.1; SIM; SIM;" 0051236300012001 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AUXÍLIO-TRANSPORTE. CONFORME PROCESSO Nº4515/15;1790000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;41;1;1789592.12; SIM; SIM;" 0010412200202014 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AUXÍLIO-TRANSPORTE. - SEC MUNICIPAL DE EDUCAÇÃO. FONTE 01. CONFORME PROCESSO Nº4515/15;0; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;74;1;0; NÃO; NÃO;" 0021236100262145 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AUXÍLIO-TRANSPORTE. - SEC MUNICIPAL DE EDUCAÇÃO. FONTE 01. CONFORME PROCESSO Nº4515/15;3395437.8; 13/03/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;426;1;3395437.8; SIM; SIM;" 0021236100262140 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Folha de pagamento-auxílio-transporte FUNDO DE ASSISTÊNCIA SOCIAL;0; 23/12/2015; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE NOVA FRIB; AUXÍLIO TRANSPORTE;28606630000123;73;11;0; NÃO; NÃO;" 0010824400222040 - 33904900000 - Fonte: 0011 - FNAS"""
2015; Folha de pagamento-Auxílio-Transporte - SEC SAUDE;108000; 23/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;966;1;103440.14; SIM; SIM;" 0011030200012001 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2016; AUXÍLIO-TRANSPORTE. CONFORME PROCESSO Nº109/16;2100000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;41;1;0; NÃO; NÃO;" 0010412200202014 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2016; AUXÍLIO-TRANSPORTE - SEC MUNICIPAL DE POLITICAS SOBRE DROGAS -  FONTE 02. CONFORME PROCESSO N°109/16;18000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;42;2;0; NÃO; NÃO;" 0010824400282056 - 33904900000 - Fonte: 0002 - CONVÊNIOS"""
2016; AUXÍLIO-TRANSPORTE - SEC MUNICIPAL DE POLITICAS SOBRE DROGAS -  FONTE 02. CONFORME PROCESSO N°109/16;30000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;43;2;0; NÃO; NÃO;" 0010824400282062 - 33904900000 - Fonte: 0002 - CONVÊNIOS"""
2016; AUXÍLIO-TRANSPORTE. - SEC MUNICIPAL DE EDUCAÇÃO. FONTE 01.  CONFORME PROCESSO Nº109/16;3700000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;44;1;0; NÃO; NÃO;" 0021236100262140 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2016; AUXÍLIO-TRANSPORTE. - SEC MUNICIPAL DE EDUCAÇÃO. FONTE 01.  CONFORME PROCESSO Nº109/16;20000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;45;1;0; NÃO; NÃO;" 0021236100262145 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2016; AUXÍLIO-TRANSPORTE. - SEC MUNICIPAL DE EDUCAÇÃO. FONTE 01.  CONFORME PROCESSO Nº109/16;5000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;46;1;0; NÃO; NÃO;" 0021236100262175 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2016; AUXÍLIO-TRANSPORTE - SEC MUNICIPAL DE EDUCAÇÃO - (EDUCAÇÃO  INFANTIL) PRÉ ESCOLAR- FONTE 01. CONFORME PROCESSO Nº109/16;86400; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;47;1;0; NÃO; NÃO;" 0031236500252123 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2016; AUXÍLIO-TRANSPORTE - SEC MUNICIPAL DE EDUCAÇÃO - (EDUCAÇÃO  INFANTIL) CRECHES - FONTE 01. CONFORME PROCESSO Nº109/16;50000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;48;1;0; NÃO; NÃO;" 0041236500252122 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2016; AUXÍLIO-TRANSPORTE - SEC MUNICIPAL DE EDUCAÇÃO - FONTE 01 -  ESCOLA DE ENFERMAGEM. CONFORME PROCESSO Nº109/16;5000; 04/01/2016; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AUXÍLIO TRANSPORTE;28606630000123;49;1;0; NÃO; NÃO;" 0051236300012001 - 33904900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Contratação de empresa especializada para Planejamento. organização e  realização de Concurso Público para provimento de cargos da Prefeitura  Municipal de Nova Friburgo. conforme processo n°13835/14;410000; 05/08/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; AVR ASSESSORIA TÉCNICA LTDA- EPP;5906962000128;665;0;0; NÃO; NÃO;" 0010412200021001 - 33903900000 - Fonte: 0000 - ORDINÁRIOS (NÃO VINCULADO)"""
2015; AQUISIÇÃO DE MATERIAL DE CONSERVAÇÃO P/ ATENDIMENTO DA DEMANDA DA SECRETARIA DE EDUCAÇÃO. CONFORME PROCESSO Nº22717/15;65100; 31/03/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;460;3;65100; SIM; SIM;" 0021236100262140 - 33903000000 - Fonte: 0003 - SALARIO EDUCAÇÃO"""
2015; AQUISIÇÃO DE MATERIAL DE CONSERVAÇÃO P/ ATENDIMENTO DA DEMANDA DA SECRETARIA DE EDUCAÇÃO. CONFORME PROCESSO Nº22717/15;15730; 31/03/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;461;3;15730; SIM; SIM;" 0031236500252123 - 33903000000 - Fonte: 0003 - SALARIO EDUCAÇÃO"""
2015; AQUISIÇÃO DE MATERIAL DE CONSERVAÇÃO P/ ATENDIMENTO DA DEMANDA DA SECRETARIA DE EDUCAÇÃO. CONFORME PROCESSO Nº22717/15;14670; 31/03/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;462;3;14670; SIM; SIM;" 0041236500252122 - 33903000000 - Fonte: 0003 - SALARIO EDUCAÇÃO"""
2015; AQUISIÇÃO DE MATERIAL PERMANENTE PARA ESTRUTURAÇÃO DA  SECRETARIA DE POLITICAS SOBRE DROGAS. CONFORME PROCESSO N °4281/15;1635; 03/09/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;715;0;1635; SIM; SIM;" 0010412200012002 - 44905200000 - Fonte: 0000 - ORDINÁRIOS (NÃO VINCULADO)"""
2015; AQUISIÇÃO DE MATERIAL PERMANENTE PARA ESTRUTURAÇÃO DA  SECRETARIA DE POLITICAS SOBRE DROGAS. CONFORME PROCESSO N °4281/15;4700; 03/09/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;716;0;0; NÃO; SIM;" 0010412200012002 - 44905200000 - Fonte: 0000 - ORDINÁRIOS (NÃO VINCULADO)"""
2015; AQUISIÇÃO DE METRO DE MADEIRA. CONFORME PROCESSO N°9398/15;84.5; 23/10/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;808;1;84.5; SIM; SIM;" 0020412200012002 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AQUISIÇÃO DE LÂMPADAS PARA ATENDER AS NECESSIDADES DA  SECRETARIA MUNICIPAL DE ORDEM E MOBILIDADE URBANA REFERENTE AS  SUBSECRETARIAS DE TRÂNSITO. POSTURA E GUARDA MUNICIPAL;4884.3; 15/12/2015; FUNDO MUNICIPAL DE MOBILIDADE URBANA; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;13;13;4884.3; SIM; SIM;" 0012678200442113 - 33903000000 - Fonte: 0013 - DIRET ARRECADADOS"""
2015; AQUISIÇÃO DE MOBILIÁRIO PARA O BIBLIOTECA DO CEVEST. CONFORME  PROCESSO N°16945/15;6386.8; 18/12/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BAMCEL DE BARRA ALEGRE MAT CONST LTDA -ME;6877762000157;928;0;6385.2; SIM; SIM;" 0011136300452025 - 44905200000 - Fonte: 0000 - ORDINÁRIOS (NÃO VINCULADO)"""
2015; DESPESA COM TARIFA BANCARIA PARA O EXERCICIO DE 2015. CONFORME  PROCESSO Nº30536/14;36000; 14/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BANCO BRADESCO;60746948000112;259;1;36000; SIM; SIM;" 0010412200202009 - 33903900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Referente a Despesas bancárias das atividades administrativas e operacionais do Fundo Municipal de Saúde. CONFORME PROCESSO N° 18620/14;20000; 26/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; BANCO BRADESCO;60746948000112;259;7;0; NÃO; NÃO;" 0011030200742186 - 33903900000 - Fonte: 0007 - SUS"""
2015; ACERTO CONTÁBIL;4700; 30/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; BANCO BRADESCO;60746948000112;984;7;0; NÃO; NÃO;" 0011030200742186 - 33903900000 - Fonte: 0007 - SUS"""
2015; ACERTO CONTÁBIL;100; 30/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; BANCO BRADESCO;60746948000112;985;20;0; NÃO; NÃO;" 0011030200742186 - 33903900000 - Fonte: 0020 - ROYALTIES ESTADUAIS"""
2015; DESPESA COM TARIFA BANCARIA PARA O EXERCICIO DE 2015. CONFORME   PROCESSO Nº30536/14;10679.35; 30/12/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; BANCO BRADESCO;60746948000112;1038;1;10679.35; SIM; SIM;" 0010412200202009 - 33903900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
